"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"2340","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1956 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1956"
"2341","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1957 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1957"
"2342","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1958 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1958"
"2343","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1959 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1959"
"2344","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1838  >  80 [RST] Seq=1 Win=0 Len=0","1838","80"
"2345","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1960 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1960"
"2346","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1839  >  80 [RST] Seq=1 Win=0 Len=0","1839","80"
"2347","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1961 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1961"
"2348","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1840  >  80 [RST] Seq=1 Win=0 Len=0","1840","80"
"2349","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1962 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1962"
"2350","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1841  >  80 [RST] Seq=1 Win=0 Len=0","1841","80"
"2351","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1963 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1963"
"2352","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1842  >  80 [RST] Seq=1 Win=0 Len=0","1842","80"
"2353","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1843  >  80 [RST] Seq=1 Win=0 Len=0","1843","80"
"2354","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1964 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1964"
"2355","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1844  >  80 [RST] Seq=1 Win=0 Len=0","1844","80"
"2356","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1845  >  80 [RST] Seq=1 Win=0 Len=0","1845","80"
"2357","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1965 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1965"
"2358","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1846  >  80 [RST] Seq=1 Win=0 Len=0","1846","80"
"2359","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1847  >  80 [RST] Seq=1 Win=0 Len=0","1847","80"
"2360","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1848  >  80 [RST] Seq=1 Win=0 Len=0","1848","80"
"2361","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1849  >  80 [RST] Seq=1 Win=0 Len=0","1849","80"
"2362","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1850  >  80 [RST] Seq=1 Win=0 Len=0","1850","80"
"2363","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1851  >  80 [RST] Seq=1 Win=0 Len=0","1851","80"
"2364","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2110  >  80 [SYN] Seq=0 Win=512 Len=0","2110","80"
"2365","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2112  >  80 [SYN] Seq=0 Win=512 Len=0","2112","80"
"2366","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2113  >  80 [SYN] Seq=0 Win=512 Len=0","2113","80"
"2367","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2114  >  80 [SYN] Seq=0 Win=512 Len=0","2114","80"
"2368","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2115  >  80 [SYN] Seq=0 Win=512 Len=0","2115","80"
"2369","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2116  >  80 [SYN] Seq=0 Win=512 Len=0","2116","80"
"2370","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2117  >  80 [SYN] Seq=0 Win=512 Len=0","2117","80"
"2371","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2118  >  80 [SYN] Seq=0 Win=512 Len=0","2118","80"
"2372","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2119  >  80 [SYN] Seq=0 Win=512 Len=0","2119","80"
"2373","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2120  >  80 [SYN] Seq=0 Win=512 Len=0","2120","80"
"2374","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2121  >  80 [SYN] Seq=0 Win=512 Len=0","2121","80"
"2375","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2122  >  80 [SYN] Seq=0 Win=512 Len=0","2122","80"
"2376","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2123  >  80 [SYN] Seq=0 Win=512 Len=0","2123","80"
"2377","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1852  >  80 [RST] Seq=1 Win=0 Len=0","1852","80"
"2378","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2124  >  80 [SYN] Seq=0 Win=512 Len=0","2124","80"
"2379","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2125  >  80 [SYN] Seq=0 Win=512 Len=0","2125","80"
"2380","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2126  >  80 [SYN] Seq=0 Win=512 Len=0","2126","80"
"2381","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2127  >  80 [SYN] Seq=0 Win=512 Len=0","2127","80"
"2382","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2128  >  80 [SYN] Seq=0 Win=512 Len=0","2128","80"
"2383","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2129  >  80 [SYN] Seq=0 Win=512 Len=0","2129","80"
"2384","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2130  >  80 [SYN] Seq=0 Win=512 Len=0","2130","80"
"2385","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2131  >  80 [SYN] Seq=0 Win=512 Len=0","2131","80"
"2386","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2132  >  80 [SYN] Seq=0 Win=512 Len=0","2132","80"
"2387","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2133  >  80 [SYN] Seq=0 Win=512 Len=0","2133","80"
"2388","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1966 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1966"
"2389","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2134  >  80 [SYN] Seq=0 Win=512 Len=0","2134","80"
"2390","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2135  >  80 [SYN] Seq=0 Win=512 Len=0","2135","80"
"2391","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2136  >  80 [SYN] Seq=0 Win=512 Len=0","2136","80"
"2392","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1853  >  80 [RST] Seq=1 Win=0 Len=0","1853","80"
"2393","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2137  >  80 [SYN] Seq=0 Win=512 Len=0","2137","80"
"2394","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1854  >  80 [RST] Seq=1 Win=0 Len=0","1854","80"
"2395","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1855  >  80 [RST] Seq=1 Win=0 Len=0","1855","80"
"2396","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2138  >  80 [SYN] Seq=0 Win=512 Len=0","2138","80"
"2397","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2139  >  80 [SYN] Seq=0 Win=512 Len=0","2139","80"
"2398","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2140  >  80 [SYN] Seq=0 Win=512 Len=0","2140","80"
"2399","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2141  >  80 [SYN] Seq=0 Win=512 Len=0","2141","80"
"2400","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2142  >  80 [SYN] Seq=0 Win=512 Len=0","2142","80"
"2401","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1856  >  80 [RST] Seq=1 Win=0 Len=0","1856","80"
"2402","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2143  >  80 [SYN] Seq=0 Win=512 Len=0","2143","80"
"2403","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1857  >  80 [RST] Seq=1 Win=0 Len=0","1857","80"
"2404","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1858  >  80 [RST] Seq=1 Win=0 Len=0","1858","80"
"2405","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1859  >  80 [RST] Seq=1 Win=0 Len=0","1859","80"
"2406","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1860  >  80 [RST] Seq=1 Win=0 Len=0","1860","80"
"2407","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1861  >  80 [RST] Seq=1 Win=0 Len=0","1861","80"
"2408","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1862  >  80 [RST] Seq=1 Win=0 Len=0","1862","80"
"2409","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1863  >  80 [RST] Seq=1 Win=0 Len=0","1863","80"
"2410","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1864  >  80 [RST] Seq=1 Win=0 Len=0","1864","80"
"2411","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1865  >  80 [RST] Seq=1 Win=0 Len=0","1865","80"
"2412","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1866  >  80 [RST] Seq=1 Win=0 Len=0","1866","80"
"2413","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1867  >  80 [RST] Seq=1 Win=0 Len=0","1867","80"
"2414","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1868  >  80 [RST] Seq=1 Win=0 Len=0","1868","80"
"2415","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1869  >  80 [RST] Seq=1 Win=0 Len=0","1869","80"
"2416","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1870  >  80 [RST] Seq=1 Win=0 Len=0","1870","80"
"2417","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1871  >  80 [RST] Seq=1 Win=0 Len=0","1871","80"
"2418","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1872  >  80 [RST] Seq=1 Win=0 Len=0","1872","80"
"2419","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1873  >  80 [RST] Seq=1 Win=0 Len=0","1873","80"
"2420","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1874  >  80 [RST] Seq=1 Win=0 Len=0","1874","80"
"2421","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1967 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1967"
"2422","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1875  >  80 [RST] Seq=1 Win=0 Len=0","1875","80"
"2423","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1876  >  80 [RST] Seq=1 Win=0 Len=0","1876","80"
"2424","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1968 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1968"
"2425","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1877  >  80 [RST] Seq=1 Win=0 Len=0","1877","80"
"2426","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1969 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1969"
"2427","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1878  >  80 [RST] Seq=1 Win=0 Len=0","1878","80"
"2428","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1879  >  80 [RST] Seq=1 Win=0 Len=0","1879","80"
"2429","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1970 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1970"
"2430","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1880  >  80 [RST] Seq=1 Win=0 Len=0","1880","80"
"2431","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1881  >  80 [RST] Seq=1 Win=0 Len=0","1881","80"
"2432","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1882  >  80 [RST] Seq=1 Win=0 Len=0","1882","80"
"2433","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1883  >  80 [RST] Seq=1 Win=0 Len=0","1883","80"
"2434","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1884  >  80 [RST] Seq=1 Win=0 Len=0","1884","80"
"2435","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1885  >  80 [RST] Seq=1 Win=0 Len=0","1885","80"
"2436","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1886  >  80 [RST] Seq=2084988733 Win=0 Len=0","1886","80"
"2437","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1886  >  80 [RST] Seq=2084988733 Win=0 Len=0","1886","80"
"2438","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1888  >  80 [RST] Seq=1 Win=0 Len=0","1888","80"
"2439","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1889  >  80 [RST] Seq=1 Win=0 Len=0","1889","80"
"2440","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1890  >  80 [RST] Seq=1 Win=0 Len=0","1890","80"
"2441","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1891  >  80 [RST] Seq=1 Win=0 Len=0","1891","80"
"2442","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1892  >  80 [RST] Seq=1 Win=0 Len=0","1892","80"
"2443","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1893  >  80 [RST] Seq=1 Win=0 Len=0","1893","80"
"2444","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1894  >  80 [RST] Seq=1 Win=0 Len=0","1894","80"
"2445","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1895  >  80 [RST] Seq=1 Win=0 Len=0","1895","80"
"2446","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1896  >  80 [RST] Seq=1 Win=0 Len=0","1896","80"
"2447","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1897  >  80 [RST] Seq=1 Win=0 Len=0","1897","80"
"2448","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1898  >  80 [RST] Seq=1 Win=0 Len=0","1898","80"
"2449","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1899  >  80 [RST] Seq=1 Win=0 Len=0","1899","80"
"2450","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1900  >  80 [RST] Seq=1 Win=0 Len=0","1900","80"
"2451","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1901  >  80 [RST] Seq=1 Win=0 Len=0","1901","80"
"2452","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1902  >  80 [RST] Seq=1 Win=0 Len=0","1902","80"
"2453","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1903  >  80 [RST] Seq=1 Win=0 Len=0","1903","80"
"2454","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1904  >  80 [RST] Seq=1 Win=0 Len=0","1904","80"
"2455","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1905  >  80 [RST] Seq=1 Win=0 Len=0","1905","80"
"2456","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1906  >  80 [RST] Seq=1 Win=0 Len=0","1906","80"
"2457","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1971 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1971"
"2458","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1907  >  80 [RST] Seq=1 Win=0 Len=0","1907","80"
"2459","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1908  >  80 [RST] Seq=1 Win=0 Len=0","1908","80"
"2460","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1909  >  80 [RST] Seq=1 Win=0 Len=0","1909","80"
"2461","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1910  >  80 [RST] Seq=1 Win=0 Len=0","1910","80"
"2462","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1972 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1972"
"2463","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1911  >  80 [RST] Seq=1 Win=0 Len=0","1911","80"
"2464","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1912  >  80 [RST] Seq=1 Win=0 Len=0","1912","80"
"2465","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1913  >  80 [RST] Seq=1 Win=0 Len=0","1913","80"
"2466","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1914  >  80 [RST] Seq=1 Win=0 Len=0","1914","80"
"2467","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1915  >  80 [RST] Seq=1 Win=0 Len=0","1915","80"
"2468","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1916  >  80 [RST] Seq=1 Win=0 Len=0","1916","80"
"2469","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1917  >  80 [RST] Seq=1 Win=0 Len=0","1917","80"
"2470","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1918  >  80 [RST] Seq=1 Win=0 Len=0","1918","80"
"2471","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1919  >  80 [RST] Seq=1 Win=0 Len=0","1919","80"
"2472","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1920  >  80 [RST] Seq=1 Win=0 Len=0","1920","80"
"2473","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1921  >  80 [RST] Seq=1 Win=0 Len=0","1921","80"
"2474","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1922  >  80 [RST] Seq=1 Win=0 Len=0","1922","80"
"2475","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1923  >  80 [RST] Seq=1 Win=0 Len=0","1923","80"
"2476","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1924  >  80 [RST] Seq=1 Win=0 Len=0","1924","80"
"2477","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1925  >  80 [RST] Seq=1 Win=0 Len=0","1925","80"
"2478","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1926  >  80 [RST] Seq=1 Win=0 Len=0","1926","80"
"2479","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1927  >  80 [RST] Seq=1 Win=0 Len=0","1927","80"
"2480","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1928  >  80 [RST] Seq=1 Win=0 Len=0","1928","80"
"2481","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1929  >  80 [RST] Seq=1 Win=0 Len=0","1929","80"
"2482","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1930  >  80 [RST] Seq=1 Win=0 Len=0","1930","80"
"2483","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1931  >  80 [RST] Seq=1 Win=0 Len=0","1931","80"
"2484","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1932  >  80 [RST] Seq=1 Win=0 Len=0","1932","80"
"2485","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1933  >  80 [RST] Seq=1 Win=0 Len=0","1933","80"
"2486","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1934  >  80 [RST] Seq=1 Win=0 Len=0","1934","80"
"2487","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1935  >  80 [RST] Seq=1 Win=0 Len=0","1935","80"
"2488","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1936  >  80 [RST] Seq=1 Win=0 Len=0","1936","80"
"2489","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1937  >  80 [RST] Seq=1 Win=0 Len=0","1937","80"
"2490","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1938  >  80 [RST] Seq=1 Win=0 Len=0","1938","80"
"2491","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1939  >  80 [RST] Seq=1 Win=0 Len=0","1939","80"
"2492","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1940  >  80 [RST] Seq=1 Win=0 Len=0","1940","80"
"2493","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1941  >  80 [RST] Seq=1 Win=0 Len=0","1941","80"
"2494","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1973 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1973"
"2495","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1942  >  80 [RST] Seq=1 Win=0 Len=0","1942","80"
"2496","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1943  >  80 [RST] Seq=1 Win=0 Len=0","1943","80"
"2497","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1944  >  80 [RST] Seq=1 Win=0 Len=0","1944","80"
"2498","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1974 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1974"
"2499","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1945  >  80 [RST] Seq=1 Win=0 Len=0","1945","80"
"2500","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1946  >  80 [RST] Seq=1 Win=0 Len=0","1946","80"
"2501","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1947  >  80 [RST] Seq=1 Win=0 Len=0","1947","80"
"2502","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1948  >  80 [RST] Seq=1 Win=0 Len=0","1948","80"
"2503","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1949  >  80 [RST] Seq=1 Win=0 Len=0","1949","80"
"2504","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1950  >  80 [RST] Seq=1 Win=0 Len=0","1950","80"
"2505","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1951  >  80 [RST] Seq=1 Win=0 Len=0","1951","80"
"2506","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1952  >  80 [RST] Seq=1 Win=0 Len=0","1952","80"
"2507","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1953  >  80 [RST] Seq=1 Win=0 Len=0","1953","80"
"2508","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1975 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1975"
"2509","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1954  >  80 [RST] Seq=1 Win=0 Len=0","1954","80"
"2510","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1955  >  80 [RST] Seq=1 Win=0 Len=0","1955","80"
"2511","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1956  >  80 [RST] Seq=1 Win=0 Len=0","1956","80"
"2512","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1976 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1976"
"2513","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1957  >  80 [RST] Seq=1 Win=0 Len=0","1957","80"
"2514","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1958  >  80 [RST] Seq=1 Win=0 Len=0","1958","80"
"2515","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1977 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1977"
"2516","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","2144  >  80 [SYN] Seq=0 Win=512 Len=0","2144","80"
"2517","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1978 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1978"
"2518","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1979 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1979"
"2519","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1980 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1980"
"2520","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1981 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1981"
"2521","1595013268.737","192.168.56.104","192.168.56.105","TCP","60","80  >  1982 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1982"
"2522","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1982  >  80 [RST] Seq=1 Win=0 Len=0","1982","80"
"2523","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1959  >  80 [RST] Seq=1 Win=0 Len=0","1959","80"
"2524","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1960  >  80 [RST] Seq=1 Win=0 Len=0","1960","80"
"2525","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1961  >  80 [RST] Seq=1 Win=0 Len=0","1961","80"
"2526","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1962  >  80 [RST] Seq=1 Win=0 Len=0","1962","80"
"2527","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1963  >  80 [RST] Seq=1 Win=0 Len=0","1963","80"
"2528","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1964  >  80 [RST] Seq=1 Win=0 Len=0","1964","80"
"2529","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1965  >  80 [RST] Seq=1 Win=0 Len=0","1965","80"
"2530","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1966  >  80 [RST] Seq=1 Win=0 Len=0","1966","80"
"2531","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1967  >  80 [RST] Seq=1 Win=0 Len=0","1967","80"
"2532","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1968  >  80 [RST] Seq=1 Win=0 Len=0","1968","80"
"2533","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1969  >  80 [RST] Seq=1 Win=0 Len=0","1969","80"
"2534","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1970  >  80 [RST] Seq=1 Win=0 Len=0","1970","80"
"2535","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1971  >  80 [RST] Seq=1 Win=0 Len=0","1971","80"
"2536","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1972  >  80 [RST] Seq=1 Win=0 Len=0","1972","80"
"2537","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1973  >  80 [RST] Seq=1 Win=0 Len=0","1973","80"
"2538","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1974  >  80 [RST] Seq=1 Win=0 Len=0","1974","80"
"2539","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1975  >  80 [RST] Seq=1 Win=0 Len=0","1975","80"
"2540","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1976  >  80 [RST] Seq=1 Win=0 Len=0","1976","80"
"2541","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1977  >  80 [RST] Seq=1 Win=0 Len=0","1977","80"
"2542","1595013268.737","192.168.56.105","192.168.56.104","TCP","54","1978  >  80 [RST] Seq=1 Win=0 Len=0","1978","80"
