"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"158","1595011984.411","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=8403 Ack=3395 Win=36736 Len=0 TSval=378758 TSecr=4192475144","80","46744"
"159","1595011984.412","192.168.56.105","192.168.56.104","HTTP","609","GET /api/payee?cacheBuster=1595011984356 HTTP/1.1 ","46748","80"
"160","1595011984.412","192.168.56.104","192.168.56.105","TCP","66","80  >  46748 [ACK] Seq=3459 Ack=1924 Win=33408 Len=0 TSval=378758 TSecr=4192475145","80","46748"
"161","1595011984.498","192.168.56.104","192.168.56.105","TCP","1281","80  >  46744 [PSH, ACK] Seq=8403 Ack=3395 Win=36736 Len=1215 TSval=378780 TSecr=4192475144 [TCP segment of a reassembled PDU]","80","46744"
"162","1595011984.498","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=3395 Ack=9618 Win=64128 Len=0 TSval=4192475232 TSecr=378780","46744","80"
"163","1595011984.511","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=9618 Ack=3395 Win=36736 Len=16 TSval=378783 TSecr=4192475232 [TCP segment of a reassembled PDU]","80","46744"
"164","1595011984.511","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=3395 Ack=9634 Win=64128 Len=0 TSval=4192475245 TSecr=378783","46744","80"
"165","1595011984.511","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"166","1595011984.511","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=3395 Ack=9639 Win=64128 Len=0 TSval=4192475245 TSecr=378783","46744","80"
"167","1595011984.539","192.168.56.104","192.168.56.105","TCP","1150","80  >  46748 [PSH, ACK] Seq=3459 Ack=1924 Win=33408 Len=1084 TSval=378790 TSecr=4192475145 [TCP segment of a reassembled PDU]","80","46748"
"168","1595011984.539","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1924 Ack=4543 Win=64128 Len=0 TSval=4192475273 TSecr=378790","46748","80"
"169","1595011984.546","192.168.56.104","192.168.56.105","TCP","82","80  >  46748 [PSH, ACK] Seq=4543 Ack=1924 Win=33408 Len=16 TSval=378792 TSecr=4192475273 [TCP segment of a reassembled PDU]","80","46748"
"170","1595011984.546","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1924 Ack=4559 Win=64128 Len=0 TSval=4192475279 TSecr=378792","46748","80"
"171","1595011984.546","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46748"
"172","1595011984.546","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1924 Ack=4564 Win=64128 Len=0 TSval=4192475279 TSecr=378792","46748","80"
"173","1595011987.772","PcsCompu_af:7b:18","PcsCompu_b7:12:b1","ARP","60","Who has 192.168.56.100? Tell 192.168.56.102","",""
"174","1595011987.772","PcsCompu_b7:12:b1","PcsCompu_af:7b:18","ARP","60","192.168.56.100 is at 08:00:27:b7:12:b1","",""
"175","1595011990.363","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46746  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4192481096 TSecr=377687","46746","80"
"176","1595011990.364","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46746 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=380246 TSecr=4192440482","80","46746"
"177","1595011994.303","192.168.56.105","192.168.56.104","HTTP","639","GET /api/transactions?page=0&size=20&sort=id,asc&cacheBuster=1595011994290 HTTP/1.1 ","46744","80"
"178","1595011994.304","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=9639 Ack=3968 Win=37888 Len=0 TSval=381231 TSecr=4192485036","80","46744"
"179","1595011994.367","192.168.56.104","192.168.56.105","TCP","1286","80  >  46744 [PSH, ACK] Seq=9639 Ack=3968 Win=37888 Len=1220 TSval=381247 TSecr=4192485036 [TCP segment of a reassembled PDU]","80","46744"
"180","1595011994.367","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=3968 Ack=10859 Win=64128 Len=0 TSval=4192485100 TSecr=381247","46744","80"
"181","1595011994.369","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=10859 Ack=3968 Win=37888 Len=16 TSval=381248 TSecr=4192485100 [TCP segment of a reassembled PDU]","80","46744"
"182","1595011994.369","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=3968 Ack=10875 Win=64128 Len=0 TSval=4192485103 TSecr=381248","46744","80"
"183","1595011994.369","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"184","1595011994.369","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=3968 Ack=10880 Win=64128 Len=0 TSval=4192485103 TSecr=381248","46744","80"
"185","1595011994.715","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=1923 Ack=4564 Win=64128 Len=0 TSval=4192485448 TSecr=378792","46748","80"
"186","1595011994.715","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=4564 Ack=1924 Win=33408 Len=0 TSval=381334 TSecr=4192475279","80","46748"
"187","1595012000.618","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46746  >  80 [ACK] Seq=298 Ack=1068 Win=64128 Len=0 TSval=4192491351 TSecr=380246","46746","80"
"188","1595012000.619","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46746 [ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=382810 TSecr=4192440482","80","46746"
"189","1595012004.444","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46744  >  80 [ACK] Seq=3967 Ack=10880 Win=64128 Len=0 TSval=4192495177 TSecr=381248","46744","80"
"190","1595012004.445","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46744 [ACK] Seq=10880 Ack=3968 Win=37888 Len=0 TSval=383767 TSecr=4192485103","80","46744"
"191","1595012004.955","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=1923 Ack=4564 Win=64128 Len=0 TSval=4192495689 TSecr=381334","46748","80"
"192","1595012004.956","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=4564 Ack=1924 Win=33408 Len=0 TSval=383894 TSecr=4192475279","80","46748"
"193","1595012009.805","192.168.56.104","192.168.56.105","TCP","66","80  >  46746 [FIN, ACK] Seq=1068 Ack=299 Win=30080 Len=0 TSval=385107 TSecr=4192440482","80","46746"
"194","1595012009.805","192.168.56.105","192.168.56.104","TCP","66","46746  >  80 [FIN, ACK] Seq=299 Ack=1069 Win=64128 Len=0 TSval=4192500539 TSecr=385107","46746","80"
"195","1595012009.806","192.168.56.104","192.168.56.105","TCP","66","80  >  46746 [ACK] Seq=1069 Ack=300 Win=30080 Len=0 TSval=385107 TSecr=4192500539","80","46746"
"196","1595012014.683","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46744  >  80 [ACK] Seq=3967 Ack=10880 Win=64128 Len=0 TSval=4192505416 TSecr=383767","46744","80"
"197","1595012014.684","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46744 [ACK] Seq=10880 Ack=3968 Win=37888 Len=0 TSval=386326 TSecr=4192485103","80","46744"
"198","1595012015.196","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=1923 Ack=4564 Win=64128 Len=0 TSval=4192505929 TSecr=383894","46748","80"
"199","1595012015.196","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=4564 Ack=1924 Win=33408 Len=0 TSval=386455 TSecr=4192475279","80","46748"
"200","1595012018.070","192.168.56.105","192.168.56.104","HTTP","968","POST /api/mediaFiles HTTP/1.1  (text/plain)","46744","80"
"201","1595012018.070","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=10880 Ack=4870 Win=39808 Len=0 TSval=387173 TSecr=4192508803","80","46744"
"202","1595012018.187","192.168.56.104","192.168.56.105","TCP","1161","80  >  46744 [PSH, ACK] Seq=10880 Ack=4870 Win=39808 Len=1095 TSval=387202 TSecr=4192508803 [TCP segment of a reassembled PDU]","80","46744"
"203","1595012018.187","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=4870 Ack=11975 Win=64128 Len=0 TSval=4192508921 TSecr=387202","46744","80"
"204","1595012018.198","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 500 Internal Server Error  (application/problem+json)","80","46744"
"205","1595012018.198","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=4870 Ack=11980 Win=64128 Len=0 TSval=4192508931 TSecr=387205","46744","80"
"206","1595012025.102","192.168.56.102","192.168.56.255","NBNS","92","Name query NB WORKGROUP<1d>","137","137"
"207","1595012025.102","192.168.56.1","255.255.255.255","NBNS","92","Name query NB WORKGROUP<1d>","56901","137"
"208","1595012025.102","192.168.56.101","192.168.56.102","NBNS","104","Name query response NB 192.168.56.101","137","137"
"209","1595012025.102","192.168.56.101","192.168.56.1","NBNS","104","Name query response NB 192.168.56.101","137","56901"
"210","1595012025.440","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=1923 Ack=4564 Win=64128 Len=0 TSval=4192516174 TSecr=386455","46748","80"
"211","1595012025.441","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=4564 Ack=1924 Win=33408 Len=0 TSval=389016 TSecr=4192475279","80","46748"
"212","1595012026.605","192.168.56.105","192.168.56.100","DHCP","342","DHCP Request  - Transaction ID 0x77c49f72","68","67"
"213","1595012026.635","192.168.56.100","192.168.56.105","DHCP","590","DHCP ACK      - Transaction ID 0x77c49f72","67","68"
"214","1595012027.454","192.168.56.105","192.168.56.104","HTTP","380","GET /app/account.2217590b5cc5d0b62058.chunk.js HTTP/1.1 ","46744","80"
"215","1595012027.454","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [ACK] Seq=11980 Ack=5184 Win=41600 Len=0 TSval=389519 TSecr=4192518188","80","46744"
"216","1595012027.471","192.168.56.104","192.168.56.105","HTTP","1361","HTTP/1.1 200 OK  (application/javascript)","80","46744"
"217","1595012027.471","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=5184 Ack=13275 Win=64128 Len=0 TSval=4192518205 TSecr=389523","46744","80"
"218","1595012027.499","192.168.56.105","192.168.56.104","HTTP","579","GET /api/account HTTP/1.1 ","46744","80"
"219","1595012027.521","192.168.56.104","192.168.56.105","TCP","1124","80  >  46744 [PSH, ACK] Seq=13275 Ack=5697 Win=43392 Len=1058 TSval=389536 TSecr=4192518232 [TCP segment of a reassembled PDU]","80","46744"
"220","1595012027.521","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=5697 Ack=14333 Win=64128 Len=0 TSval=4192518255 TSecr=389536","46744","80"
"221","1595012027.528","192.168.56.104","192.168.56.105","TCP","82","80  >  46744 [PSH, ACK] Seq=14333 Ack=5697 Win=43392 Len=16 TSval=389537 TSecr=4192518255 [TCP segment of a reassembled PDU]","80","46744"
"222","1595012027.528","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=5697 Ack=14349 Win=64128 Len=0 TSval=4192518261 TSecr=389537","46744","80"
"223","1595012027.528","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","46744"
"224","1595012027.528","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=5697 Ack=14354 Win=64128 Len=0 TSval=4192518262 TSecr=389538","46744","80"
"225","1595012030.105","PcsCompu_ae:93:92","PcsCompu_af:7b:18","ARP","60","Who has 192.168.56.102? Tell 192.168.56.101","",""
"226","1595012030.105","PcsCompu_ae:93:92","0a:00:27:00:00:1a","ARP","60","Who has 192.168.56.1? Tell 192.168.56.101","",""
"227","1595012030.105","0a:00:27:00:00:1a","PcsCompu_ae:93:92","ARP","60","192.168.56.1 is at 0a:00:27:00:00:1a","",""
"228","1595012030.106","PcsCompu_af:7b:18","PcsCompu_ae:93:92","ARP","60","192.168.56.102 is at 08:00:27:af:7b:18","",""
"229","1595012031.835","PcsCompu_74:73:8a","PcsCompu_b7:12:b1","ARP","42","Who has 192.168.56.100? Tell 192.168.56.105","",""
"230","1595012031.835","PcsCompu_b7:12:b1","PcsCompu_74:73:8a","ARP","60","192.168.56.100 is at 08:00:27:b7:12:b1","",""
"231","1595012035.675","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46748  >  80 [ACK] Seq=1923 Ack=4564 Win=64128 Len=0 TSval=4192526408 TSecr=389016","46748","80"
"232","1595012035.675","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46748 [ACK] Seq=4564 Ack=1924 Win=33408 Len=0 TSval=391574 TSecr=4192475279","80","46748"
"233","1595012037.723","192.168.56.105","192.168.56.104","TCP","66","[TCP Keep-Alive] 46744  >  80 [ACK] Seq=5696 Ack=14354 Win=64128 Len=0 TSval=4192528457 TSecr=389538","46744","80"
"234","1595012037.724","192.168.56.104","192.168.56.105","TCP","66","[TCP Keep-Alive ACK] 80  >  46744 [ACK] Seq=14354 Ack=5697 Win=43392 Len=0 TSval=392086 TSecr=4192518262","80","46744"
"235","1595012038.130","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [FIN, ACK] Seq=1924 Ack=4564 Win=64128 Len=0 TSval=4192528863 TSecr=391574","46748","80"
"236","1595012038.130","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [FIN, ACK] Seq=5697 Ack=14354 Win=64128 Len=0 TSval=4192528864 TSecr=392086","46744","80"
"237","1595012038.131","192.168.56.104","192.168.56.105","TCP","66","80  >  46748 [FIN, ACK] Seq=4564 Ack=1925 Win=33408 Len=0 TSval=392188 TSecr=4192528863","80","46748"
"238","1595012038.131","192.168.56.105","192.168.56.104","TCP","66","46748  >  80 [ACK] Seq=1925 Ack=4565 Win=64128 Len=0 TSval=4192528864 TSecr=392188","46748","80"
"239","1595012038.131","192.168.56.104","192.168.56.105","TCP","66","80  >  46744 [FIN, ACK] Seq=14354 Ack=5698 Win=43392 Len=0 TSval=392188 TSecr=4192528864","80","46744"
"240","1595012038.131","192.168.56.105","192.168.56.104","TCP","66","46744  >  80 [ACK] Seq=5698 Ack=14355 Win=64128 Len=0 TSval=4192528865 TSecr=392188","46744","80"
"241","1595012053.078","PcsCompu_93:e0:ab","Broadcast","ARP","60","Who has 192.168.56.104? Tell 192.168.56.106","",""
"242","1595012053.078","PcsCompu_6c:9b:66","PcsCompu_93:e0:ab","ARP","60","192.168.56.104 is at 08:00:27:6c:9b:66","",""
"243","1595012053.079","192.168.56.106","192.168.56.104","TCP","74","40624  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=401488 TSecr=0 WS=128","40624","80"
"244","1595012053.079","192.168.56.104","192.168.56.106","TCP","74","80  >  40624 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=395925 TSecr=401488 WS=128","80","40624"
"245","1595012053.079","192.168.56.106","192.168.56.104","TCP","66","40624  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=401489 TSecr=395925","40624","80"
"246","1595012053.079","192.168.56.106","192.168.56.104","HTTP","429","GET / HTTP/1.1 ","40624","80"
"247","1595012053.079","192.168.56.104","192.168.56.106","TCP","66","80  >  40624 [ACK] Seq=1 Ack=364 Win=30080 Len=0 TSval=395925 TSecr=401489","80","40624"
"248","1595012053.106","192.168.56.104","192.168.56.106","HTTP","3252","HTTP/1.1 200 OK  (text/html)","80","40624"
"249","1595012053.106","192.168.56.106","192.168.56.104","TCP","66","40624  >  80 [ACK] Seq=364 Ack=3187 Win=35584 Len=0 TSval=401495 TSecr=395932","40624","80"
"250","1595012054.902","192.168.56.106","192.168.56.104","HTTP","410","GET /content/css/loading.css HTTP/1.1 ","40624","80"
"251","1595012054.905","192.168.56.106","192.168.56.104","TCP","74","40626  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=401945 TSecr=0 WS=128","40626","80"
"252","1595012054.905","192.168.56.104","192.168.56.106","TCP","74","80  >  40626 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=396382 TSecr=401945 WS=128","80","40626"
"253","1595012054.905","192.168.56.106","192.168.56.104","TCP","66","40626  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=401945 TSecr=396382","40626","80"
"254","1595012054.906","192.168.56.106","192.168.56.104","HTTP","427","GET /content/vendors.2217590b5cc5d0b62058.css HTTP/1.1 ","40626","80"
"255","1595012054.906","192.168.56.104","192.168.56.106","TCP","66","80  >  40626 [ACK] Seq=1 Ack=362 Win=30080 Len=0 TSval=396382 TSecr=401945","80","40626"
"256","1595012054.909","192.168.56.106","192.168.56.104","TCP","74","40628  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=401946 TSecr=0 WS=128","40628","80"
"257","1595012054.909","192.168.56.104","192.168.56.106","TCP","74","80  >  40628 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=396383 TSecr=401946 WS=128","80","40628"
"258","1595012054.909","192.168.56.106","192.168.56.104","TCP","66","40628  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=401946 TSecr=396383","40628","80"
"259","1595012054.909","192.168.56.106","192.168.56.104","HTTP","424","GET /content/main.2217590b5cc5d0b62058.css HTTP/1.1 ","40628","80"
"260","1595012054.909","192.168.56.104","192.168.56.106","TCP","66","80  >  40628 [ACK] Seq=1 Ack=359 Win=30080 Len=0 TSval=396383 TSecr=401946","80","40628"
"261","1595012054.923","192.168.56.106","192.168.56.104","TCP","74","40634  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=401950 TSecr=0 WS=128","40634","80"
"262","1595012054.923","192.168.56.104","192.168.56.106","TCP","74","80  >  40634 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=396386 TSecr=401950 WS=128","80","40634"
"263","1595012054.923","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=401950 TSecr=396386","40634","80"
"264","1595012054.923","192.168.56.106","192.168.56.104","HTTP","413","GET /app/vendors.2217590b5cc5d0b62058.chunk.js HTTP/1.1 ","40634","80"
"265","1595012054.923","192.168.56.104","192.168.56.106","TCP","66","80  >  40634 [ACK] Seq=1 Ack=348 Win=30080 Len=0 TSval=396386 TSecr=401950","80","40634"
"266","1595012054.927","192.168.56.106","192.168.56.104","TCP","74","40636  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=401951 TSecr=0 WS=128","40636","80"
"267","1595012054.933","192.168.56.104","192.168.56.106","TCP","74","80  >  40636 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM=1 TSval=396389 TSecr=401951 WS=128","80","40636"
"268","1595012054.933","192.168.56.106","192.168.56.104","TCP","66","40636  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=401952 TSecr=396389","40636","80"
"269","1595012054.933","192.168.56.106","192.168.56.104","HTTP","411","GET /app/main.2217590b5cc5d0b62058.bundle.js HTTP/1.1 ","40636","80"
"270","1595012054.933","192.168.56.104","192.168.56.106","TCP","66","80  >  40636 [ACK] Seq=1 Ack=346 Win=30080 Len=0 TSval=396389 TSecr=401952","80","40636"
"271","1595012054.937","192.168.56.104","192.168.56.106","HTTP","2175","HTTP/1.1 200 OK  (text/css)","80","40626"
"272","1595012054.937","192.168.56.106","192.168.56.104","TCP","66","40626  >  80 [ACK] Seq=362 Ack=2110 Win=33536 Len=0 TSval=401953 TSecr=396390","40626","80"
"273","1595012054.940","192.168.56.104","192.168.56.106","TCP","66","80  >  40624 [ACK] Seq=3187 Ack=708 Win=31104 Len=0 TSval=396391 TSecr=401944","80","40624"
"274","1595012054.953","192.168.56.104","192.168.56.106","HTTP","1099","HTTP/1.1 200 OK  (text/css)","80","40624"
"275","1595012054.953","192.168.56.106","192.168.56.104","TCP","66","40624  >  80 [ACK] Seq=708 Ack=4220 Win=38528 Len=0 TSval=401957 TSecr=396394","40624","80"
"276","1595012054.971","192.168.56.104","192.168.56.106","TCP","14546","80  >  40636 [ACK] Seq=1 Ack=346 Win=30080 Len=14480 TSval=396398 TSecr=401952 [TCP segment of a reassembled PDU]","80","40636"
"277","1595012054.971","192.168.56.106","192.168.56.104","TCP","66","40636  >  80 [ACK] Seq=346 Ack=14481 Win=58240 Len=0 TSval=401962 TSecr=396398","40636","80"
"278","1595012054.971","192.168.56.104","192.168.56.106","HTTP","9003","HTTP/1.1 200 OK  (application/javascript)","80","40636"
"279","1595012054.971","192.168.56.106","192.168.56.104","TCP","66","40636  >  80 [ACK] Seq=346 Ack=23418 Win=76160 Len=0 TSval=401962 TSecr=396398","40636","80"
"280","1595012054.986","192.168.56.104","192.168.56.106","TCP","14546","80  >  40634 [ACK] Seq=1 Ack=348 Win=30080 Len=14480 TSval=396402 TSecr=401950 [TCP segment of a reassembled PDU]","80","40634"
"281","1595012054.986","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=14481 Win=58240 Len=0 TSval=401965 TSecr=396402","40634","80"
"282","1595012054.986","192.168.56.104","192.168.56.106","TCP","2312","80  >  40634 [PSH, ACK] Seq=14481 Ack=348 Win=30080 Len=2246 TSval=396402 TSecr=401965 [TCP segment of a reassembled PDU]","80","40634"
"283","1595012054.991","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=16727 Win=62720 Len=0 TSval=401965 TSecr=396402","40634","80"
"284","1595012054.991","192.168.56.104","192.168.56.106","TCP","16438","80  >  40634 [PSH, ACK] Seq=16727 Ack=348 Win=30080 Len=16372 TSval=396403 TSecr=401965 [TCP segment of a reassembled PDU]","80","40634"
"285","1595012054.991","192.168.56.104","192.168.56.106","TCP","9785","80  >  40634 [PSH, ACK] Seq=33099 Ack=348 Win=30080 Len=9719 TSval=396403 TSecr=401965 [TCP segment of a reassembled PDU]","80","40634"
"286","1595012054.995","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=33099 Win=95488 Len=0 TSval=401968 TSecr=396403","40634","80"
"287","1595012054.995","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=42818 Win=114944 Len=0 TSval=401968 TSecr=396403","40634","80"
"288","1595012055.005","192.168.56.104","192.168.56.106","TCP","16438","80  >  40634 [PSH, ACK] Seq=42818 Ack=348 Win=30080 Len=16372 TSval=396407 TSecr=401968 [TCP segment of a reassembled PDU]","80","40634"
"289","1595012055.005","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=59190 Win=142848 Len=0 TSval=401970 TSecr=396407","40634","80"
"290","1595012055.005","192.168.56.104","192.168.56.106","TCP","10327","80  >  40634 [PSH, ACK] Seq=59190 Ack=348 Win=30080 Len=10261 TSval=396407 TSecr=401968 [TCP segment of a reassembled PDU]","80","40634"
"291","1595012055.005","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=69451 Win=136192 Len=0 TSval=401970 TSecr=396407","40634","80"
"292","1595012055.012","192.168.56.104","192.168.56.106","TCP","14546","80  >  40628 [ACK] Seq=1 Ack=359 Win=30080 Len=14480 TSval=396409 TSecr=401946 [TCP segment of a reassembled PDU]","80","40628"
"293","1595012055.013","192.168.56.106","192.168.56.104","TCP","66","40628  >  80 [ACK] Seq=359 Ack=14481 Win=58240 Len=0 TSval=401972 TSecr=396409","40628","80"
"294","1595012055.013","192.168.56.104","192.168.56.106","TCP","12084","80  >  40628 [PSH, ACK] Seq=14481 Ack=359 Win=30080 Len=12018 TSval=396409 TSecr=401972 [TCP segment of a reassembled PDU]","80","40628"
"295","1595012055.013","192.168.56.104","192.168.56.106","HTTP","71","HTTP/1.1 200 OK  (text/css)","80","40628"
"296","1595012055.013","192.168.56.106","192.168.56.104","TCP","66","40628  >  80 [ACK] Seq=359 Ack=26499 Win=82304 Len=0 TSval=401972 TSecr=396409","40628","80"
"297","1595012055.013","192.168.56.106","192.168.56.104","TCP","66","40628  >  80 [ACK] Seq=359 Ack=26504 Win=82304 Len=0 TSval=401972 TSecr=396409","40628","80"
"298","1595012055.019","192.168.56.104","192.168.56.106","TCP","16438","80  >  40634 [PSH, ACK] Seq=69451 Ack=348 Win=30080 Len=16372 TSval=396410 TSecr=401970 [TCP segment of a reassembled PDU]","80","40634"
"299","1595012055.019","192.168.56.104","192.168.56.106","TCP","9329","80  >  40634 [PSH, ACK] Seq=85823 Ack=348 Win=30080 Len=9263 TSval=396410 TSecr=401970 [TCP segment of a reassembled PDU]","80","40634"
"300","1595012055.019","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=85823 Win=125440 Len=0 TSval=401974 TSecr=396410","40634","80"
"301","1595012055.019","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=95086 Win=119040 Len=0 TSval=401974 TSecr=396410","40634","80"
"302","1595012055.024","192.168.56.104","192.168.56.106","TCP","16438","80  >  40634 [PSH, ACK] Seq=95086 Ack=348 Win=30080 Len=16372 TSval=396411 TSecr=401974 [TCP segment of a reassembled PDU]","80","40634"
"303","1595012055.024","192.168.56.104","192.168.56.106","TCP","9965","80  >  40634 [PSH, ACK] Seq=111458 Ack=348 Win=30080 Len=9899 TSval=396411 TSecr=401974 [TCP segment of a reassembled PDU]","80","40634"
"304","1595012055.026","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=111458 Win=108160 Len=0 TSval=401975 TSecr=396411","40634","80"
"305","1595012055.026","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=121357 Win=101760 Len=0 TSval=401975 TSecr=396411","40634","80"
"306","1595012055.029","192.168.56.104","192.168.56.106","TCP","16438","80  >  40634 [PSH, ACK] Seq=121357 Ack=348 Win=30080 Len=16372 TSval=396412 TSecr=401975 [TCP segment of a reassembled PDU]","80","40634"
"307","1595012055.029","192.168.56.106","192.168.56.104","TCP","66","40634  >  80 [ACK] Seq=348 Ack=137729 Win=91008 Len=0 TSval=401976 TSecr=396412","40634","80"
"308","1595012055.029","192.168.56.104","192.168.56.106","TCP","9686","80  >  40634 [PSH, ACK] Seq=137729 Ack=348 Win=30080 Len=9620 TSval=396413 TSecr=401975 [TCP segment of a reassembled PDU]","80","40634"
"309","1595012055.035","192.168.56.104","192.168.56.106","TCP","16438","80  >  40634 [PSH, ACK] Seq=147349 Ack=348 Win=30080 Len=16372 TSval=396414 TSecr=401976 [TCP segment of a reassembled PDU]","80","40634"
